organization,url,size,country,description,url2,category,source,url_https,url_source
SaveLivez,Livia.bot,,Brasil,"Desenvolvimento da Livia.bot, uma assistente virtual que ajuda nas dúvidas sobre o COVID-19 e também sobre os requisitos para a doação de sangue de forma online e gratuita.",,Prediction and prevention,Quintessa,,
TNH Health,w.tnh.health/o/4775,,Brasil,"Assistente virtual dentro da plataforma Vitalk, que tira dúvidas comuns sobre o COVID-19, checa sintomas para dar orientações ao vivo e dá apoio emocional. No aplicativo Vitalk, além de todo o conteúdo para cuidar da saúde mental foram adicionados conteúdos focados em isolamento social e os impactos do COVID-19 na saúde emocional.",,Social topics and mental health,Quintessa,,
Telavita,www.telavita.com.br/,,Brasil,A plataforma oferece atendimento de psicoterapia online com profissionais qualificados para cuidar da saúde mental e emocional ao público geral e a empresas interessadas em oferecer esse benefício aos seus colaboradores.,,Social topics and mental health,Quintessa,,
Mais Vívida,www.maisvivida.com.br/contagiomaisvivida,,Brasil,"Disponibiliza de forma gratuita a plataforma que recruta jovens para apoiar idosos em diferentes atividades, como compras de remédios e suprimentos, auxílio tecnológico remoto e contato por videochamadas para combater o isolamento.",,Social topics and mental health,Quintessa,,
Universaúde,www.universaude.com.br/blog/fazemos-parte-da-solucao-acoes-da-universaude-para-apoiar-a-populacao-brasileira-em-meio-a-pandemia-de-covid-19/,,Brasil,"Telessaúde aberto para tirar dúvidas sobre o COVID-19. A ferramenta está a disposição 24 horas todos os dias via Chat online no site. Além disso, foi criada uma ferramenta para ajudar gestores municipais do SUS no conhecimento do seu público mais vulnerável e com potencial para demandar internações hospitalares.",,"Medical testing, diagnostic devices and digital diagnostic solutions",Quintessa,,
Caren.App,www.coronavirus.caren.app,,Brasil,Teste gratuito de auto-avaliação para os sintomas do COVID-19.,,"Medical testing, diagnostic devices and digital diagnostic solutions",Quintessa,,
Dandelin,dandelin.io/,,Brasil,"Disponibiliza um filtro no app para encontrar médicos aptos a atender casos de COVID-19, e oferece consultas gratuitas para pessoas no grupo de risco. Além disso estão distribuindo gratuitamente álcool em gel, máscaras, luvas e cartilhas de como se comportar para ajudar a conter a contaminação. São 3.000 horários disponíveis exclusivamente para casos de COVID-19.",,"Medical testing, diagnostic devices and digital diagnostic solutions",Quintessa,,
Dr. Sintomas,covid19.drsintomas.com.br/,,Brasil,Autoavaliação gratuita baseada nos protocolos da OMS para o COVID-19. Também pode ser utilizada como triagem digital por governos e empresas privadas.,,Triage solutions and hospital management tools,Quintessa,,
Pé de Feijão,www.pedefeijao.com.br/,,Brasil,"Programa de assessoria remota para apoiar as pessoas a se organizarem no homeoffice para comer em casa. Planejamento alimentar online via lives, pílulas de conteúdo, apostilas e com um canal no WhatsApp para tirar dúvidas sobre alimentação.",,Remote work,Quintessa,,
Fleximedical,fleximedical.net/,,Brasil,"Desenvolvimento de unidades móveis e portáteis (containers, carretas, ônibus, vans) para suprir a falta de leitos de internação, leitos de isolamento, UTI e exames que fazem parte do protocolo de tratamento do Coronavírus, como tomografia.",,Treatments,Quintessa,,
ePHealth Primary Care Solution,www.ephealth.com.br,,Brasil,"Notificação do Covid-19 pelos Agentes Comunitários de Saúde; Preparação para Notificação compulsória pelos Médicos, enfermeiros e gestores municipais. Temos 40 prefeituras clientes, e o App gratuito em 3.679 cidades.",,Big data and analytics,ABStartups,,
Aya Tech,www.aya-tech.com.br/,,Brasil,Produção de produtos de detetização,,Other,ABStartups,,
Dr tis,drtis.com.br/,,Brasil,"Trabalha com o desenvolvimento de sistemas para área da saúde, com a mais alta tecnologia on cloud para gerenciamento de procedimento e diagnóstico por imagem.",,"Telemedicine, teleassistance",ABStartups,,
Carefy,www.carefy.com.br,,Brasil,Carefy - Gestão de internações e acompanhamento de pacientes no hospital ou em casa.,,Treatments,ABStartups,,
idflow,www.idflow.com.br,,Brasil,"Realizamos o monitoramento do paciente dentro do Hospital para agilizar atendimento. Podemos ajudar hospitais a aumentar sua capacidade de atendimento durante, colocando o paciente no centro dos processos e integrando todo o hospital, aumentando a segurança e o atendimento agilizado e humanizado.",,Digital management platforms,ABStartups,,
telavita,"www.telavita.com.br,",,Brasil,Telavita - psicoterapia online,,"Telemedicine, teleassistance",ABStartups,,
goepik,www.goepik.com.br/especialista-remoto-industria40,,Brasil,Especialista Remoto - Auxílio remoto de especialistas na resolução de problemas em qualquer situação.,,"Telemedicine, teleassistance",ABStartups,,
contraktor,www.assinaturagratis.com,,Brasil,Assinatura eletrônica grátis + API de assinatura gratuita,,Remote work,ABStartups,,
psicologia viva,www.psicologiaviva.com.br,,Brasil,"#Telepsicologia pode atuar na redução da disseminação física e minimizar os efeitos emocionais da pandemia Com o avanço do #COVID19 no Brasil, percebemos que, mesmo com o empenho dos médicos, a população em geral e as empresas ainda não possuem clareza para lidar com a prevenção do vírus. O Psicologia Viva contribui para minimizar os efeitos negativos desse cenário disponibilizando atendimento psicológico online por meio de sua plataforma com certificados nacionais e internacionais de segurança. Dessa forma, os usuários podem realizar as consultas sem sair de casa. “Nesse cenário de preocupação com a expansão do Coronavírus, em que cada vez mais pessoas estão tendo suas rotinas alteradas, a #Telepsicologia se mostra extremamente eficaz para pacientes, Psicólogos e empresas.” Em São Paulo, o estado mais afetado pelo vírus no Brasil, o Psicologia Viva possui parcerias com a Federação das Unimeds de São Paulo (UNIMED-FESP) e suas singulares, Porto Seguro, Careplus e Sulamérica. Além disso, colaboradores e beneficiários, localizados em todo o país, de empresas como Avon, Grupo Algar, Azul Linhas Aéreas, dentre outras, possuem acesso à plataforma.",,"Telemedicine, teleassistance",ABStartups,,
We Haus,www.wehaus.com/,,Argentina,Módulo de reconhecimento facial com câmera térmica para se usar em check-in em grandes eventos e prédios,,"Telemedicine, teleassistance",ABStartups,,
Remedin,www.remedin.net,,Brasil,Pedidos em farmácias com delivery,,Treatments,ABStartups,,
ISH Safe connect,,,Brasil,Lançando um programa para empresas de pequena e médio manter os seus negócios operando de forma segura em homeoffice.\,,Remote work,ABStartups,,
OMINICHAT,omni.chat/,,Brasil,Usamos bots para conectar o cliente com seu vendedor especialista no produto ou serviço que ele deseja adquirir.,,Remote work,ABStartups,,
Duuca,duuca.com,,Brasil,"A Duuca é uma plataforma de gestão do conhecimento da organização, que auxilia na operação do dia a dia bem como acelera e automatiza o onboarding de novos colaboradores.",,Remote work,ABStartups,,
IMaps RHGeo,Www.imaps.com.br,,Brasil,Georefeeenciamento dos endereços dos funcionários,,Remote work,ABStartups,,
Triagil,triagil.com.br,,Brasil,"Solução de Triagem, Orientação e Monitoramento Online de Pacientes com suspeita de COVID. Segue breve apresentação: https://drive.google.com/open?id=1RMeTC_P4TYSvD0bAf6JgdrILzz2MLvgR",,"Telemedicine, teleassistance",ABStartups,,
Medilist,www.medilist.com.br,,Brasil,"Organização da Farmácia Doméstica => SABER O QUE TEM EM CASA COM VALIDADE EM DIA, para só comprar o que precisar realmente, retirar o que está vencido de circulação e DOAR o excedente para Farmácias Solidárias.",,Other,ABStartups,,
drwilson,drwilson.in.bot,,Brasil,"Automatização de atendimento usando chatbot com IA. Permite que as pessoas possam receber informações, ser atendidas de forma imediata ou falar com atendentes que trabalham remotamente.",,"Telemedicine, teleassistance",ABStartups,,
Techtrials,www.linkedin.com/pulse/coronav%C3%ADrus-e-pneumonias-virais-situa%C3%A7%C3%A3o-atual-brasil-valverde/,,Brasil,Maior Plataforma de Ciência de Dados em Saúde do Brasil,,Big data and analytics,ABStartups,,
aurratech,www.aurratech.com,,USA,Descontaminação de superfícies,,Other,ABStartups,,
Oli Saúde,@oli.saude,,Brasil,Orientação gratuita 24horas por telefone por nossa equipe de saúde de enfermeiros com suporte médico.,,"Telemedicine, teleassistance",ABStartups,,
Hilab,Hilab.com.br/coronavirus-lp/,,Brasil,Teste rápido para Covid19 sorológico que leva 10 minutos. Produção em escala começando ontem. Disponível nas próximas semanas.,,"Medical testing, diagnostic devices and digital diagnostic solutions",ABStartups,,
mindify,www.mindify.net,,Brasil,"Automação de protocolos de triagem e acompanhamento residencial, assim como automação de protocolos assistenciais no ambiente hospitalar",,"Telemedicine, teleassistance",ABStartups,,
pepperprint,www.pepperprint.com,,Brasil,Teste sorológico Coronavírus. Detecção IgG e IgM,,"Medical testing, diagnostic devices and digital diagnostic solutions",ABStartups,,
testfy,www.testfy.com.br,,Brasil,Kits de testes para coletar em casa e diagnosticar COVID-19,,"Medical testing, diagnostic devices and digital diagnostic solutions",ABStartups,,
FullDNA,www.fulldna.com.br,,Brasil,Sistema de Análise de Suscetibilidade Genética ao Covid-19,,"Medical testing, diagnostic devices and digital diagnostic solutions",ABStartups,,
tegsaude,www.tegsaude.com.br,,Brasil,"Chatbot e 0800 para triagem dos casos com árvore de decisão, ligado à sistema de agendamento de vídeo para teleorientacao com médicos e/ou enfermeiras de saúde da família, integrados com chat para mensagem com profissionais de saúde.",,"Telemedicine, teleassistance",ABStartups,,
3Wings,www.3wings.com.br,,Brasil,"UTI Control - Para que as UTIs dos hospitais possam estar preparadas para lidar com alto fluxo de pacientes trabalhando com a máxima produtividade, performance e comunicação eficiente, a 3Wings oferece uma solução para gestão digital de leitos de UTI, que controla indicadores clínicos e de gestão, com acesso em tempo real",,Digital management platforms,ABStartups,,
